Company,Year,Product,Count,Name,Rank
JPMORGAN CHASE CO,2012,Mortgage,3715,JPMorgan Chase,3
JPMORGAN CHASE CO,2013,Mortgage,4561,JPMorgan Chase,3
JPMORGAN CHASE CO,2014,Mortgage,3472,JPMorgan Chase,3
JPMORGAN CHASE CO,2015,Mortgage,3144,JPMorgan Chase,3
JPMORGAN CHASE CO,2016,Mortgage,2707,JPMorgan Chase,3
JPMORGAN CHASE CO,2017,Mortgage,682,JPMorgan Chase,3
CITIBANK NA,2012,Mortgage,1775,Citibank,4
CITIBANK NA,2013,Mortgage,2391,Citibank,4
CITIBANK NA,2014,Mortgage,1647,Citibank,4
CITIBANK NA,2015,Mortgage,1387,Citibank,4
CITIBANK NA,2016,Mortgage,1154,Citibank,4
CITIBANK NA,2017,Mortgage,370,Citibank,4
CAPITAL ONE FINANCIAL CORPORATION,2012,Mortgage,205,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2013,Mortgage,204,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2014,Mortgage,171,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2015,Mortgage,180,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2016,Mortgage,187,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2017,Mortgage,51,Capital One,5
OCWEN LOAN SERVICING LLC,2012,Mortgage,3753,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2013,Mortgage,4720,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2014,Mortgage,6017,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2015,Mortgage,4740,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2016,Mortgage,3292,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2017,Mortgage,994,Ocwen Loan Servicing,6
US BANCORP,2012,Mortgage,641,US Bancorp,7
US BANCORP,2013,Mortgage,903,US Bancorp,7
US BANCORP,2014,Mortgage,1109,US Bancorp,7
US BANCORP,2015,Mortgage,897,US Bancorp,7
US BANCORP,2016,Mortgage,770,US Bancorp,7
US BANCORP,2017,Mortgage,266,US Bancorp,7
SYNCHRONY BANK,2012,Mortgage,131,Synchrony Bank,8
SYNCHRONY BANK,2013,Mortgage,50,Synchrony Bank,8
SYNCHRONY BANK,2014,Mortgage,10,Synchrony Bank,8
SYNCHRONY BANK,2015,Mortgage,6,Synchrony Bank,8
SYNCHRONY BANK,2016,Mortgage,3,Synchrony Bank,8
SYNCHRONY BANK,2017,Mortgage,2,Synchrony Bank,8
PNC Bank NA,2012,Mortgage,658,PNC Bank,9
PNC Bank NA,2013,Mortgage,908,PNC Bank,9
PNC Bank NA,2014,Mortgage,931,PNC Bank,9
PNC Bank NA,2015,Mortgage,695,PNC Bank,9
PNC Bank NA,2016,Mortgage,635,PNC Bank,9
PNC Bank NA,2017,Mortgage,193,PNC Bank,9
HSBC NORTH AMERICA HOLDINGS INC,2012,Mortgage,883,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2013,Mortgage,1168,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2014,Mortgage,891,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2015,Mortgage,623,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2016,Mortgage,543,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2017,Mortgage,120,HSBC,10
Navient Solutions LLC,2012,Mortgage,0,Navient,11
Navient Solutions LLC,2013,Mortgage,1,Navient,11
Navient Solutions LLC,2014,Mortgage,3,Navient,11
Navient Solutions LLC,2015,Mortgage,1,Navient,11
Navient Solutions LLC,2016,Mortgage,1,Navient,11
Navient Solutions LLC,2017,Mortgage,1,Navient,11
SUNTRUST BANKS INC,2012,Mortgage,698,SunTrust Banks,12
SUNTRUST BANKS INC,2013,Mortgage,642,SunTrust Banks,12
SUNTRUST BANKS INC,2014,Mortgage,499,SunTrust Banks,12
SUNTRUST BANKS INC,2015,Mortgage,454,SunTrust Banks,12
SUNTRUST BANKS INC,2016,Mortgage,483,SunTrust Banks,12
SUNTRUST BANKS INC,2017,Mortgage,139,SunTrust Banks,12
NATIONSTAR MORTGAGE,2012,Mortgage,949,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2013,Mortgage,3044,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2014,Mortgage,4014,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2015,Mortgage,3928,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2016,Mortgage,3079,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2017,Mortgage,924,Nationstar Mortgage,13
AMERICAN EXPRESS CENTURION BANK,2012,Mortgage,2,American Express,14
AMERICAN EXPRESS CENTURION BANK,2013,Mortgage,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2014,Mortgage,2,American Express,14
AMERICAN EXPRESS CENTURION BANK,2015,Mortgage,1,American Express,14
AMERICAN EXPRESS CENTURION BANK,2016,Mortgage,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2017,Mortgage,1,American Express,14
DISCOVER BANK,2012,Mortgage,3,Discover Bank,15
DISCOVER BANK,2013,Mortgage,17,Discover Bank,15
DISCOVER BANK,2014,Mortgage,14,Discover Bank,15
DISCOVER BANK,2015,Mortgage,18,Discover Bank,15
DISCOVER BANK,2016,Mortgage,9,Discover Bank,15
DISCOVER BANK,2017,Mortgage,7,Discover Bank,15
Ditech Financial LLC,2012,Mortgage,826,Ditech,16
Ditech Financial LLC,2013,Mortgage,1968,Ditech,16
Ditech Financial LLC,2014,Mortgage,2176,Ditech,16
Ditech Financial LLC,2015,Mortgage,2453,Ditech,16
Ditech Financial LLC,2016,Mortgage,2603,Ditech,16
Ditech Financial LLC,2017,Mortgage,710,Ditech,16
EXPERIAN DELAWARE GP,2012,Mortgage,3,Experian,17
EXPERIAN DELAWARE GP,2013,Mortgage,5,Experian,17
EXPERIAN DELAWARE GP,2014,Mortgage,9,Experian,17
EXPERIAN DELAWARE GP,2015,Mortgage,4,Experian,17
EXPERIAN DELAWARE GP,2016,Mortgage,14,Experian,17
EXPERIAN DELAWARE GP,2017,Mortgage,4,Experian,17
EQUIFAX INC,2012,Mortgage,5,Equifax,18
EQUIFAX INC,2013,Mortgage,3,Equifax,18
EQUIFAX INC,2014,Mortgage,4,Equifax,18
EQUIFAX INC,2015,Mortgage,10,Equifax,18
EQUIFAX INC,2016,Mortgage,16,Equifax,18
EQUIFAX INC,2017,Mortgage,7,Equifax,18
TRANSUNION INTERMEDIATE HOLDINGS INC,2012,Mortgage,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2013,Mortgage,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2014,Mortgage,6,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2015,Mortgage,6,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2016,Mortgage,7,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2017,Mortgage,7,TransUnion,19
ENCORE CAPITAL GROUP INC,2012,Mortgage,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2013,Mortgage,3,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2014,Mortgage,1,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2015,Mortgage,4,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2016,Mortgage,3,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2017,Mortgage,0,Encore Capital Group,20
BANK OF AMERICA NA,2012,Other financial service,0,Bank of America,1
BANK OF AMERICA NA,2013,Other financial service,0,Bank of America,1
BANK OF AMERICA NA,2014,Other financial service,6,Bank of America,1
BANK OF AMERICA NA,2015,Other financial service,32,Bank of America,1
BANK OF AMERICA NA,2016,Other financial service,25,Bank of America,1
BANK OF AMERICA NA,2017,Other financial service,10,Bank of America,1
WELLS FARGO BANK NA,2012,Other financial service,0,Wells Fargo,2
WELLS FARGO BANK NA,2013,Other financial service,0,Wells Fargo,2
WELLS FARGO BANK NA,2014,Other financial service,10,Wells Fargo,2
WELLS FARGO BANK NA,2015,Other financial service,17,Wells Fargo,2
WELLS FARGO BANK NA,2016,Other financial service,23,Wells Fargo,2
WELLS FARGO BANK NA,2017,Other financial service,7,Wells Fargo,2
JPMORGAN CHASE CO,2012,Other financial service,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2013,Other financial service,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2014,Other financial service,14,JPMorgan Chase,3
JPMORGAN CHASE CO,2015,Other financial service,19,JPMorgan Chase,3
JPMORGAN CHASE CO,2016,Other financial service,22,JPMorgan Chase,3
JPMORGAN CHASE CO,2017,Other financial service,5,JPMorgan Chase,3
CITIBANK NA,2012,Other financial service,0,Citibank,4
CITIBANK NA,2013,Other financial service,0,Citibank,4
CITIBANK NA,2014,Other financial service,6,Citibank,4
CITIBANK NA,2015,Other financial service,10,Citibank,4
CITIBANK NA,2016,Other financial service,16,Citibank,4
CITIBANK NA,2017,Other financial service,2,Citibank,4
CAPITAL ONE FINANCIAL CORPORATION,2012,Other financial service,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2013,Other financial service,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2014,Other financial service,1,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2015,Other financial service,2,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2016,Other financial service,14,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2017,Other financial service,1,Capital One,5
OCWEN LOAN SERVICING LLC,2012,Other financial service,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2013,Other financial service,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2014,Other financial service,2,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2015,Other financial service,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2016,Other financial service,1,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2017,Other financial service,0,Ocwen Loan Servicing,6
US BANCORP,2012,Other financial service,0,US Bancorp,7
US BANCORP,2013,Other financial service,0,US Bancorp,7
US BANCORP,2014,Other financial service,3,US Bancorp,7
US BANCORP,2015,Other financial service,7,US Bancorp,7
US BANCORP,2016,Other financial service,6,US Bancorp,7
US BANCORP,2017,Other financial service,0,US Bancorp,7
SYNCHRONY BANK,2012,Other financial service,0,Synchrony Bank,8
SYNCHRONY BANK,2013,Other financial service,0,Synchrony Bank,8
SYNCHRONY BANK,2014,Other financial service,1,Synchrony Bank,8
SYNCHRONY BANK,2015,Other financial service,1,Synchrony Bank,8
SYNCHRONY BANK,2016,Other financial service,2,Synchrony Bank,8
SYNCHRONY BANK,2017,Other financial service,0,Synchrony Bank,8
PNC Bank NA,2012,Other financial service,0,PNC Bank,9
PNC Bank NA,2013,Other financial service,0,PNC Bank,9
PNC Bank NA,2014,Other financial service,0,PNC Bank,9
PNC Bank NA,2015,Other financial service,4,PNC Bank,9
PNC Bank NA,2016,Other financial service,5,PNC Bank,9
PNC Bank NA,2017,Other financial service,3,PNC Bank,9
HSBC NORTH AMERICA HOLDINGS INC,2012,Other financial service,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2013,Other financial service,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2014,Other financial service,1,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2015,Other financial service,1,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2016,Other financial service,1,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2017,Other financial service,1,HSBC,10
Navient Solutions LLC,2012,Other financial service,0,Navient,11
Navient Solutions LLC,2013,Other financial service,0,Navient,11
Navient Solutions LLC,2014,Other financial service,0,Navient,11
Navient Solutions LLC,2015,Other financial service,0,Navient,11
Navient Solutions LLC,2016,Other financial service,3,Navient,11
Navient Solutions LLC,2017,Other financial service,4,Navient,11
SUNTRUST BANKS INC,2012,Other financial service,0,SunTrust Banks,12
SUNTRUST BANKS INC,2013,Other financial service,0,SunTrust Banks,12
SUNTRUST BANKS INC,2014,Other financial service,0,SunTrust Banks,12
SUNTRUST BANKS INC,2015,Other financial service,3,SunTrust Banks,12
SUNTRUST BANKS INC,2016,Other financial service,2,SunTrust Banks,12
SUNTRUST BANKS INC,2017,Other financial service,0,SunTrust Banks,12
NATIONSTAR MORTGAGE,2012,Other financial service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2013,Other financial service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2014,Other financial service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2015,Other financial service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2016,Other financial service,1,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2017,Other financial service,0,Nationstar Mortgage,13
AMERICAN EXPRESS CENTURION BANK,2012,Other financial service,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2013,Other financial service,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2014,Other financial service,7,American Express,14
AMERICAN EXPRESS CENTURION BANK,2015,Other financial service,8,American Express,14
AMERICAN EXPRESS CENTURION BANK,2016,Other financial service,5,American Express,14
AMERICAN EXPRESS CENTURION BANK,2017,Other financial service,1,American Express,14
DISCOVER BANK,2012,Other financial service,0,Discover Bank,15
DISCOVER BANK,2013,Other financial service,0,Discover Bank,15
DISCOVER BANK,2014,Other financial service,0,Discover Bank,15
DISCOVER BANK,2015,Other financial service,1,Discover Bank,15
DISCOVER BANK,2016,Other financial service,1,Discover Bank,15
DISCOVER BANK,2017,Other financial service,0,Discover Bank,15
Ditech Financial LLC,2012,Other financial service,0,Ditech,16
Ditech Financial LLC,2013,Other financial service,0,Ditech,16
Ditech Financial LLC,2014,Other financial service,0,Ditech,16
Ditech Financial LLC,2015,Other financial service,3,Ditech,16
Ditech Financial LLC,2016,Other financial service,3,Ditech,16
Ditech Financial LLC,2017,Other financial service,0,Ditech,16
EXPERIAN DELAWARE GP,2012,Other financial service,0,Experian,17
EXPERIAN DELAWARE GP,2013,Other financial service,0,Experian,17
EXPERIAN DELAWARE GP,2014,Other financial service,0,Experian,17
EXPERIAN DELAWARE GP,2015,Other financial service,2,Experian,17
EXPERIAN DELAWARE GP,2016,Other financial service,4,Experian,17
EXPERIAN DELAWARE GP,2017,Other financial service,1,Experian,17
EQUIFAX INC,2012,Other financial service,0,Equifax,18
EQUIFAX INC,2013,Other financial service,0,Equifax,18
EQUIFAX INC,2014,Other financial service,0,Equifax,18
EQUIFAX INC,2015,Other financial service,0,Equifax,18
EQUIFAX INC,2016,Other financial service,3,Equifax,18
EQUIFAX INC,2017,Other financial service,0,Equifax,18
TRANSUNION INTERMEDIATE HOLDINGS INC,2012,Other financial service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2013,Other financial service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2014,Other financial service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2015,Other financial service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2016,Other financial service,1,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2017,Other financial service,0,TransUnion,19
ENCORE CAPITAL GROUP INC,2012,Other financial service,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2013,Other financial service,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2014,Other financial service,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2015,Other financial service,1,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2016,Other financial service,2,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2017,Other financial service,0,Encore Capital Group,20
BANK OF AMERICA NA,2012,Payday loan,0,Bank of America,1
BANK OF AMERICA NA,2013,Payday loan,0,Bank of America,1
BANK OF AMERICA NA,2014,Payday loan,1,Bank of America,1
BANK OF AMERICA NA,2015,Payday loan,7,Bank of America,1
BANK OF AMERICA NA,2016,Payday loan,6,Bank of America,1
BANK OF AMERICA NA,2017,Payday loan,0,Bank of America,1
WELLS FARGO BANK NA,2012,Payday loan,0,Wells Fargo,2
WELLS FARGO BANK NA,2013,Payday loan,1,Wells Fargo,2
WELLS FARGO BANK NA,2014,Payday loan,5,Wells Fargo,2
WELLS FARGO BANK NA,2015,Payday loan,8,Wells Fargo,2
WELLS FARGO BANK NA,2016,Payday loan,8,Wells Fargo,2
WELLS FARGO BANK NA,2017,Payday loan,1,Wells Fargo,2
JPMORGAN CHASE CO,2012,Payday loan,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2013,Payday loan,1,JPMorgan Chase,3
JPMORGAN CHASE CO,2014,Payday loan,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2015,Payday loan,1,JPMorgan Chase,3
JPMORGAN CHASE CO,2016,Payday loan,4,JPMorgan Chase,3
JPMORGAN CHASE CO,2017,Payday loan,0,JPMorgan Chase,3
CITIBANK NA,2012,Payday loan,0,Citibank,4
CITIBANK NA,2013,Payday loan,1,Citibank,4
CITIBANK NA,2014,Payday loan,10,Citibank,4
CITIBANK NA,2015,Payday loan,4,Citibank,4
CITIBANK NA,2016,Payday loan,6,Citibank,4
CITIBANK NA,2017,Payday loan,1,Citibank,4
CAPITAL ONE FINANCIAL CORPORATION,2012,Payday loan,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2013,Payday loan,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2014,Payday loan,1,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2015,Payday loan,1,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2016,Payday loan,2,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2017,Payday loan,1,Capital One,5
OCWEN LOAN SERVICING LLC,2012,Payday loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2013,Payday loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2014,Payday loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2015,Payday loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2016,Payday loan,1,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2017,Payday loan,0,Ocwen Loan Servicing,6
US BANCORP,2012,Payday loan,0,US Bancorp,7
US BANCORP,2013,Payday loan,0,US Bancorp,7
US BANCORP,2014,Payday loan,8,US Bancorp,7
US BANCORP,2015,Payday loan,3,US Bancorp,7
US BANCORP,2016,Payday loan,5,US Bancorp,7
US BANCORP,2017,Payday loan,2,US Bancorp,7
SYNCHRONY BANK,2012,Payday loan,0,Synchrony Bank,8
SYNCHRONY BANK,2013,Payday loan,9,Synchrony Bank,8
SYNCHRONY BANK,2014,Payday loan,20,Synchrony Bank,8
SYNCHRONY BANK,2015,Payday loan,10,Synchrony Bank,8
SYNCHRONY BANK,2016,Payday loan,3,Synchrony Bank,8
SYNCHRONY BANK,2017,Payday loan,0,Synchrony Bank,8
PNC Bank NA,2012,Payday loan,0,PNC Bank,9
PNC Bank NA,2013,Payday loan,0,PNC Bank,9
PNC Bank NA,2014,Payday loan,1,PNC Bank,9
PNC Bank NA,2015,Payday loan,2,PNC Bank,9
PNC Bank NA,2016,Payday loan,0,PNC Bank,9
PNC Bank NA,2017,Payday loan,1,PNC Bank,9
HSBC NORTH AMERICA HOLDINGS INC,2012,Payday loan,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2013,Payday loan,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2014,Payday loan,1,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2015,Payday loan,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2016,Payday loan,1,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2017,Payday loan,0,HSBC,10
Navient Solutions LLC,2012,Payday loan,0,Navient,11
Navient Solutions LLC,2013,Payday loan,0,Navient,11
Navient Solutions LLC,2014,Payday loan,0,Navient,11
Navient Solutions LLC,2015,Payday loan,0,Navient,11
Navient Solutions LLC,2016,Payday loan,1,Navient,11
Navient Solutions LLC,2017,Payday loan,0,Navient,11
SUNTRUST BANKS INC,2012,Payday loan,0,SunTrust Banks,12
SUNTRUST BANKS INC,2013,Payday loan,0,SunTrust Banks,12
SUNTRUST BANKS INC,2014,Payday loan,0,SunTrust Banks,12
SUNTRUST BANKS INC,2015,Payday loan,0,SunTrust Banks,12
SUNTRUST BANKS INC,2016,Payday loan,1,SunTrust Banks,12
SUNTRUST BANKS INC,2017,Payday loan,0,SunTrust Banks,12
NATIONSTAR MORTGAGE,2012,Payday loan,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2013,Payday loan,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2014,Payday loan,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2015,Payday loan,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2016,Payday loan,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2017,Payday loan,0,Nationstar Mortgage,13
AMERICAN EXPRESS CENTURION BANK,2012,Payday loan,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2013,Payday loan,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2014,Payday loan,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2015,Payday loan,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2016,Payday loan,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2017,Payday loan,0,American Express,14
DISCOVER BANK,2012,Payday loan,0,Discover Bank,15
DISCOVER BANK,2013,Payday loan,0,Discover Bank,15
DISCOVER BANK,2014,Payday loan,0,Discover Bank,15
DISCOVER BANK,2015,Payday loan,0,Discover Bank,15
DISCOVER BANK,2016,Payday loan,0,Discover Bank,15
DISCOVER BANK,2017,Payday loan,0,Discover Bank,15
Ditech Financial LLC,2012,Payday loan,0,Ditech,16
Ditech Financial LLC,2013,Payday loan,0,Ditech,16
Ditech Financial LLC,2014,Payday loan,1,Ditech,16
Ditech Financial LLC,2015,Payday loan,0,Ditech,16
Ditech Financial LLC,2016,Payday loan,0,Ditech,16
Ditech Financial LLC,2017,Payday loan,0,Ditech,16
EXPERIAN DELAWARE GP,2012,Payday loan,0,Experian,17
EXPERIAN DELAWARE GP,2013,Payday loan,0,Experian,17
EXPERIAN DELAWARE GP,2014,Payday loan,1,Experian,17
EXPERIAN DELAWARE GP,2015,Payday loan,0,Experian,17
EXPERIAN DELAWARE GP,2016,Payday loan,1,Experian,17
EXPERIAN DELAWARE GP,2017,Payday loan,0,Experian,17
EQUIFAX INC,2012,Payday loan,0,Equifax,18
EQUIFAX INC,2013,Payday loan,0,Equifax,18
EQUIFAX INC,2014,Payday loan,0,Equifax,18
EQUIFAX INC,2015,Payday loan,0,Equifax,18
EQUIFAX INC,2016,Payday loan,0,Equifax,18
EQUIFAX INC,2017,Payday loan,0,Equifax,18
TRANSUNION INTERMEDIATE HOLDINGS INC,2012,Payday loan,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2013,Payday loan,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2014,Payday loan,1,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2015,Payday loan,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2016,Payday loan,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2017,Payday loan,0,TransUnion,19
ENCORE CAPITAL GROUP INC,2012,Payday loan,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2013,Payday loan,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2014,Payday loan,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2015,Payday loan,2,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2016,Payday loan,2,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2017,Payday loan,1,Encore Capital Group,20
BANK OF AMERICA NA,2012,Payday loan title loan or personal loan,0,Bank of America,1
BANK OF AMERICA NA,2013,Payday loan title loan or personal loan,0,Bank of America,1
BANK OF AMERICA NA,2014,Payday loan title loan or personal loan,0,Bank of America,1
BANK OF AMERICA NA,2015,Payday loan title loan or personal loan,0,Bank of America,1
BANK OF AMERICA NA,2016,Payday loan title loan or personal loan,0,Bank of America,1
BANK OF AMERICA NA,2017,Payday loan title loan or personal loan,0,Bank of America,1
WELLS FARGO BANK NA,2012,Payday loan title loan or personal loan,0,Wells Fargo,2
WELLS FARGO BANK NA,2013,Payday loan title loan or personal loan,0,Wells Fargo,2
WELLS FARGO BANK NA,2014,Payday loan title loan or personal loan,0,Wells Fargo,2
WELLS FARGO BANK NA,2015,Payday loan title loan or personal loan,0,Wells Fargo,2
WELLS FARGO BANK NA,2016,Payday loan title loan or personal loan,0,Wells Fargo,2
WELLS FARGO BANK NA,2017,Payday loan title loan or personal loan,16,Wells Fargo,2
JPMORGAN CHASE CO,2012,Payday loan title loan or personal loan,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2013,Payday loan title loan or personal loan,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2014,Payday loan title loan or personal loan,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2015,Payday loan title loan or personal loan,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2016,Payday loan title loan or personal loan,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2017,Payday loan title loan or personal loan,4,JPMorgan Chase,3
CITIBANK NA,2012,Payday loan title loan or personal loan,0,Citibank,4
CITIBANK NA,2013,Payday loan title loan or personal loan,0,Citibank,4
CITIBANK NA,2014,Payday loan title loan or personal loan,0,Citibank,4
CITIBANK NA,2015,Payday loan title loan or personal loan,0,Citibank,4
CITIBANK NA,2016,Payday loan title loan or personal loan,0,Citibank,4
CITIBANK NA,2017,Payday loan title loan or personal loan,2,Citibank,4
CAPITAL ONE FINANCIAL CORPORATION,2012,Payday loan title loan or personal loan,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2013,Payday loan title loan or personal loan,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2014,Payday loan title loan or personal loan,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2015,Payday loan title loan or personal loan,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2016,Payday loan title loan or personal loan,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2017,Payday loan title loan or personal loan,0,Capital One,5
OCWEN LOAN SERVICING LLC,2012,Payday loan title loan or personal loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2013,Payday loan title loan or personal loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2014,Payday loan title loan or personal loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2015,Payday loan title loan or personal loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2016,Payday loan title loan or personal loan,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2017,Payday loan title loan or personal loan,0,Ocwen Loan Servicing,6
US BANCORP,2012,Payday loan title loan or personal loan,0,US Bancorp,7
US BANCORP,2013,Payday loan title loan or personal loan,0,US Bancorp,7
US BANCORP,2014,Payday loan title loan or personal loan,0,US Bancorp,7
US BANCORP,2015,Payday loan title loan or personal loan,0,US Bancorp,7
US BANCORP,2016,Payday loan title loan or personal loan,0,US Bancorp,7
US BANCORP,2017,Payday loan title loan or personal loan,3,US Bancorp,7
SYNCHRONY BANK,2012,Payday loan title loan or personal loan,0,Synchrony Bank,8
