Company,Year,Product,Count,Name,Rank
ENCORE CAPITAL GROUP INC,2016,Credit reporting credit repair services or other personal consumer reports,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2017,Credit reporting credit repair services or other personal consumer reports,4,Encore Capital Group,20
BANK OF AMERICA NA,2012,Debt collection,0,Bank of America,1
BANK OF AMERICA NA,2013,Debt collection,171,Bank of America,1
BANK OF AMERICA NA,2014,Debt collection,489,Bank of America,1
BANK OF AMERICA NA,2015,Debt collection,382,Bank of America,1
BANK OF AMERICA NA,2016,Debt collection,492,Bank of America,1
BANK OF AMERICA NA,2017,Debt collection,140,Bank of America,1
WELLS FARGO BANK NA,2012,Debt collection,0,Wells Fargo,2
WELLS FARGO BANK NA,2013,Debt collection,138,Wells Fargo,2
WELLS FARGO BANK NA,2014,Debt collection,414,Wells Fargo,2
WELLS FARGO BANK NA,2015,Debt collection,277,Wells Fargo,2
WELLS FARGO BANK NA,2016,Debt collection,378,Wells Fargo,2
WELLS FARGO BANK NA,2017,Debt collection,133,Wells Fargo,2
JPMORGAN CHASE CO,2012,Debt collection,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2013,Debt collection,153,JPMorgan Chase,3
JPMORGAN CHASE CO,2014,Debt collection,525,JPMorgan Chase,3
JPMORGAN CHASE CO,2015,Debt collection,457,JPMorgan Chase,3
JPMORGAN CHASE CO,2016,Debt collection,512,JPMorgan Chase,3
JPMORGAN CHASE CO,2017,Debt collection,138,JPMorgan Chase,3
CITIBANK NA,2012,Debt collection,0,Citibank,4
CITIBANK NA,2013,Debt collection,280,Citibank,4
CITIBANK NA,2014,Debt collection,835,Citibank,4
CITIBANK NA,2015,Debt collection,748,Citibank,4
CITIBANK NA,2016,Debt collection,713,Citibank,4
CITIBANK NA,2017,Debt collection,218,Citibank,4
CAPITAL ONE FINANCIAL CORPORATION,2012,Debt collection,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2013,Debt collection,212,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2014,Debt collection,584,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2015,Debt collection,586,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2016,Debt collection,686,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2017,Debt collection,272,Capital One,5
OCWEN LOAN SERVICING LLC,2012,Debt collection,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2013,Debt collection,56,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2014,Debt collection,216,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2015,Debt collection,127,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2016,Debt collection,180,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2017,Debt collection,27,Ocwen Loan Servicing,6
US BANCORP,2012,Debt collection,0,US Bancorp,7
US BANCORP,2013,Debt collection,53,US Bancorp,7
US BANCORP,2014,Debt collection,145,US Bancorp,7
US BANCORP,2015,Debt collection,135,US Bancorp,7
US BANCORP,2016,Debt collection,116,US Bancorp,7
US BANCORP,2017,Debt collection,43,US Bancorp,7
SYNCHRONY BANK,2012,Debt collection,0,Synchrony Bank,8
SYNCHRONY BANK,2013,Debt collection,203,Synchrony Bank,8
SYNCHRONY BANK,2014,Debt collection,612,Synchrony Bank,8
SYNCHRONY BANK,2015,Debt collection,591,Synchrony Bank,8
SYNCHRONY BANK,2016,Debt collection,715,Synchrony Bank,8
SYNCHRONY BANK,2017,Debt collection,288,Synchrony Bank,8
PNC Bank NA,2012,Debt collection,0,PNC Bank,9
PNC Bank NA,2013,Debt collection,16,PNC Bank,9
PNC Bank NA,2014,Debt collection,53,PNC Bank,9
PNC Bank NA,2015,Debt collection,48,PNC Bank,9
PNC Bank NA,2016,Debt collection,41,PNC Bank,9
PNC Bank NA,2017,Debt collection,8,PNC Bank,9
HSBC NORTH AMERICA HOLDINGS INC,2012,Debt collection,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2013,Debt collection,77,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2014,Debt collection,394,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2015,Debt collection,284,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2016,Debt collection,180,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2017,Debt collection,70,HSBC,10
Navient Solutions LLC,2012,Debt collection,0,Navient,11
Navient Solutions LLC,2013,Debt collection,208,Navient,11
Navient Solutions LLC,2014,Debt collection,523,Navient,11
Navient Solutions LLC,2015,Debt collection,427,Navient,11
Navient Solutions LLC,2016,Debt collection,501,Navient,11
Navient Solutions LLC,2017,Debt collection,220,Navient,11
SUNTRUST BANKS INC,2012,Debt collection,0,SunTrust Banks,12
SUNTRUST BANKS INC,2013,Debt collection,12,SunTrust Banks,12
SUNTRUST BANKS INC,2014,Debt collection,25,SunTrust Banks,12
SUNTRUST BANKS INC,2015,Debt collection,20,SunTrust Banks,12
SUNTRUST BANKS INC,2016,Debt collection,26,SunTrust Banks,12
SUNTRUST BANKS INC,2017,Debt collection,12,SunTrust Banks,12
NATIONSTAR MORTGAGE,2012,Debt collection,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2013,Debt collection,36,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2014,Debt collection,90,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2015,Debt collection,95,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2016,Debt collection,92,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2017,Debt collection,35,Nationstar Mortgage,13
AMERICAN EXPRESS CENTURION BANK,2012,Debt collection,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2013,Debt collection,36,American Express,14
AMERICAN EXPRESS CENTURION BANK,2014,Debt collection,106,American Express,14
AMERICAN EXPRESS CENTURION BANK,2015,Debt collection,105,American Express,14
AMERICAN EXPRESS CENTURION BANK,2016,Debt collection,161,American Express,14
AMERICAN EXPRESS CENTURION BANK,2017,Debt collection,42,American Express,14
DISCOVER BANK,2012,Debt collection,0,Discover Bank,15
DISCOVER BANK,2013,Debt collection,50,Discover Bank,15
DISCOVER BANK,2014,Debt collection,162,Discover Bank,15
DISCOVER BANK,2015,Debt collection,150,Discover Bank,15
DISCOVER BANK,2016,Debt collection,208,Discover Bank,15
DISCOVER BANK,2017,Debt collection,69,Discover Bank,15
Ditech Financial LLC,2012,Debt collection,0,Ditech,16
Ditech Financial LLC,2013,Debt collection,68,Ditech,16
Ditech Financial LLC,2014,Debt collection,219,Ditech,16
Ditech Financial LLC,2015,Debt collection,195,Ditech,16
Ditech Financial LLC,2016,Debt collection,146,Ditech,16
Ditech Financial LLC,2017,Debt collection,42,Ditech,16
EXPERIAN DELAWARE GP,2012,Debt collection,0,Experian,17
EXPERIAN DELAWARE GP,2013,Debt collection,7,Experian,17
EXPERIAN DELAWARE GP,2014,Debt collection,15,Experian,17
EXPERIAN DELAWARE GP,2015,Debt collection,11,Experian,17
EXPERIAN DELAWARE GP,2016,Debt collection,22,Experian,17
EXPERIAN DELAWARE GP,2017,Debt collection,29,Experian,17
EQUIFAX INC,2012,Debt collection,0,Equifax,18
EQUIFAX INC,2013,Debt collection,1,Equifax,18
EQUIFAX INC,2014,Debt collection,6,Equifax,18
EQUIFAX INC,2015,Debt collection,12,Equifax,18
EQUIFAX INC,2016,Debt collection,43,Equifax,18
EQUIFAX INC,2017,Debt collection,28,Equifax,18
TRANSUNION INTERMEDIATE HOLDINGS INC,2012,Debt collection,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2013,Debt collection,2,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2014,Debt collection,9,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2015,Debt collection,16,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2016,Debt collection,32,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2017,Debt collection,37,TransUnion,19
ENCORE CAPITAL GROUP INC,2012,Debt collection,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2013,Debt collection,950,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2014,Debt collection,2497,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2015,Debt collection,2047,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2016,Debt collection,1471,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2017,Debt collection,550,Encore Capital Group,20
BANK OF AMERICA NA,2012,Money transfer virtual currency or money service,0,Bank of America,1
BANK OF AMERICA NA,2013,Money transfer virtual currency or money service,0,Bank of America,1
BANK OF AMERICA NA,2014,Money transfer virtual currency or money service,0,Bank of America,1
BANK OF AMERICA NA,2015,Money transfer virtual currency or money service,0,Bank of America,1
BANK OF AMERICA NA,2016,Money transfer virtual currency or money service,0,Bank of America,1
BANK OF AMERICA NA,2017,Money transfer virtual currency or money service,9,Bank of America,1
WELLS FARGO BANK NA,2012,Money transfer virtual currency or money service,0,Wells Fargo,2
WELLS FARGO BANK NA,2013,Money transfer virtual currency or money service,0,Wells Fargo,2
WELLS FARGO BANK NA,2014,Money transfer virtual currency or money service,0,Wells Fargo,2
WELLS FARGO BANK NA,2015,Money transfer virtual currency or money service,0,Wells Fargo,2
WELLS FARGO BANK NA,2016,Money transfer virtual currency or money service,0,Wells Fargo,2
WELLS FARGO BANK NA,2017,Money transfer virtual currency or money service,14,Wells Fargo,2
JPMORGAN CHASE CO,2012,Money transfer virtual currency or money service,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2013,Money transfer virtual currency or money service,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2014,Money transfer virtual currency or money service,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2015,Money transfer virtual currency or money service,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2016,Money transfer virtual currency or money service,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2017,Money transfer virtual currency or money service,16,JPMorgan Chase,3
CITIBANK NA,2012,Money transfer virtual currency or money service,0,Citibank,4
CITIBANK NA,2013,Money transfer virtual currency or money service,0,Citibank,4
CITIBANK NA,2014,Money transfer virtual currency or money service,0,Citibank,4
CITIBANK NA,2015,Money transfer virtual currency or money service,0,Citibank,4
CITIBANK NA,2016,Money transfer virtual currency or money service,0,Citibank,4
CITIBANK NA,2017,Money transfer virtual currency or money service,6,Citibank,4
CAPITAL ONE FINANCIAL CORPORATION,2012,Money transfer virtual currency or money service,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2013,Money transfer virtual currency or money service,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2014,Money transfer virtual currency or money service,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2015,Money transfer virtual currency or money service,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2016,Money transfer virtual currency or money service,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2017,Money transfer virtual currency or money service,5,Capital One,5
OCWEN LOAN SERVICING LLC,2012,Money transfer virtual currency or money service,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2013,Money transfer virtual currency or money service,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2014,Money transfer virtual currency or money service,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2015,Money transfer virtual currency or money service,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2016,Money transfer virtual currency or money service,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2017,Money transfer virtual currency or money service,0,Ocwen Loan Servicing,6
US BANCORP,2012,Money transfer virtual currency or money service,0,US Bancorp,7
US BANCORP,2013,Money transfer virtual currency or money service,0,US Bancorp,7
US BANCORP,2014,Money transfer virtual currency or money service,0,US Bancorp,7
US BANCORP,2015,Money transfer virtual currency or money service,0,US Bancorp,7
US BANCORP,2016,Money transfer virtual currency or money service,0,US Bancorp,7
US BANCORP,2017,Money transfer virtual currency or money service,4,US Bancorp,7
SYNCHRONY BANK,2012,Money transfer virtual currency or money service,0,Synchrony Bank,8
SYNCHRONY BANK,2013,Money transfer virtual currency or money service,0,Synchrony Bank,8
SYNCHRONY BANK,2014,Money transfer virtual currency or money service,0,Synchrony Bank,8
SYNCHRONY BANK,2015,Money transfer virtual currency or money service,0,Synchrony Bank,8
SYNCHRONY BANK,2016,Money transfer virtual currency or money service,0,Synchrony Bank,8
SYNCHRONY BANK,2017,Money transfer virtual currency or money service,1,Synchrony Bank,8
PNC Bank NA,2012,Money transfer virtual currency or money service,0,PNC Bank,9
PNC Bank NA,2013,Money transfer virtual currency or money service,0,PNC Bank,9
PNC Bank NA,2014,Money transfer virtual currency or money service,0,PNC Bank,9
PNC Bank NA,2015,Money transfer virtual currency or money service,0,PNC Bank,9
PNC Bank NA,2016,Money transfer virtual currency or money service,0,PNC Bank,9
PNC Bank NA,2017,Money transfer virtual currency or money service,1,PNC Bank,9
HSBC NORTH AMERICA HOLDINGS INC,2012,Money transfer virtual currency or money service,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2013,Money transfer virtual currency or money service,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2014,Money transfer virtual currency or money service,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2015,Money transfer virtual currency or money service,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2016,Money transfer virtual currency or money service,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2017,Money transfer virtual currency or money service,1,HSBC,10
Navient Solutions LLC,2012,Money transfer virtual currency or money service,0,Navient,11
Navient Solutions LLC,2013,Money transfer virtual currency or money service,0,Navient,11
Navient Solutions LLC,2014,Money transfer virtual currency or money service,0,Navient,11
Navient Solutions LLC,2015,Money transfer virtual currency or money service,0,Navient,11
Navient Solutions LLC,2016,Money transfer virtual currency or money service,0,Navient,11
Navient Solutions LLC,2017,Money transfer virtual currency or money service,0,Navient,11
SUNTRUST BANKS INC,2012,Money transfer virtual currency or money service,0,SunTrust Banks,12
SUNTRUST BANKS INC,2013,Money transfer virtual currency or money service,0,SunTrust Banks,12
SUNTRUST BANKS INC,2014,Money transfer virtual currency or money service,0,SunTrust Banks,12
SUNTRUST BANKS INC,2015,Money transfer virtual currency or money service,0,SunTrust Banks,12
SUNTRUST BANKS INC,2016,Money transfer virtual currency or money service,0,SunTrust Banks,12
SUNTRUST BANKS INC,2017,Money transfer virtual currency or money service,3,SunTrust Banks,12
NATIONSTAR MORTGAGE,2012,Money transfer virtual currency or money service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2013,Money transfer virtual currency or money service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2014,Money transfer virtual currency or money service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2015,Money transfer virtual currency or money service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2016,Money transfer virtual currency or money service,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2017,Money transfer virtual currency or money service,0,Nationstar Mortgage,13
AMERICAN EXPRESS CENTURION BANK,2012,Money transfer virtual currency or money service,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2013,Money transfer virtual currency or money service,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2014,Money transfer virtual currency or money service,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2015,Money transfer virtual currency or money service,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2016,Money transfer virtual currency or money service,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2017,Money transfer virtual currency or money service,0,American Express,14
DISCOVER BANK,2012,Money transfer virtual currency or money service,0,Discover Bank,15
DISCOVER BANK,2013,Money transfer virtual currency or money service,0,Discover Bank,15
DISCOVER BANK,2014,Money transfer virtual currency or money service,0,Discover Bank,15
DISCOVER BANK,2015,Money transfer virtual currency or money service,0,Discover Bank,15
DISCOVER BANK,2016,Money transfer virtual currency or money service,0,Discover Bank,15
DISCOVER BANK,2017,Money transfer virtual currency or money service,0,Discover Bank,15
Ditech Financial LLC,2012,Money transfer virtual currency or money service,0,Ditech,16
Ditech Financial LLC,2013,Money transfer virtual currency or money service,0,Ditech,16
Ditech Financial LLC,2014,Money transfer virtual currency or money service,0,Ditech,16
Ditech Financial LLC,2015,Money transfer virtual currency or money service,0,Ditech,16
Ditech Financial LLC,2016,Money transfer virtual currency or money service,0,Ditech,16
Ditech Financial LLC,2017,Money transfer virtual currency or money service,0,Ditech,16
EXPERIAN DELAWARE GP,2012,Money transfer virtual currency or money service,0,Experian,17
EXPERIAN DELAWARE GP,2013,Money transfer virtual currency or money service,0,Experian,17
EXPERIAN DELAWARE GP,2014,Money transfer virtual currency or money service,0,Experian,17
EXPERIAN DELAWARE GP,2015,Money transfer virtual currency or money service,0,Experian,17
EXPERIAN DELAWARE GP,2016,Money transfer virtual currency or money service,0,Experian,17
EXPERIAN DELAWARE GP,2017,Money transfer virtual currency or money service,0,Experian,17
EQUIFAX INC,2012,Money transfer virtual currency or money service,0,Equifax,18
EQUIFAX INC,2013,Money transfer virtual currency or money service,0,Equifax,18
EQUIFAX INC,2014,Money transfer virtual currency or money service,0,Equifax,18
EQUIFAX INC,2015,Money transfer virtual currency or money service,0,Equifax,18
EQUIFAX INC,2016,Money transfer virtual currency or money service,0,Equifax,18
EQUIFAX INC,2017,Money transfer virtual currency or money service,0,Equifax,18
TRANSUNION INTERMEDIATE HOLDINGS INC,2012,Money transfer virtual currency or money service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2013,Money transfer virtual currency or money service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2014,Money transfer virtual currency or money service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2015,Money transfer virtual currency or money service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2016,Money transfer virtual currency or money service,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2017,Money transfer virtual currency or money service,0,TransUnion,19
ENCORE CAPITAL GROUP INC,2012,Money transfer virtual currency or money service,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2013,Money transfer virtual currency or money service,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2014,Money transfer virtual currency or money service,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2015,Money transfer virtual currency or money service,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2016,Money transfer virtual currency or money service,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2017,Money transfer virtual currency or money service,0,Encore Capital Group,20
BANK OF AMERICA NA,2012,Money transfers,0,Bank of America,1
BANK OF AMERICA NA,2013,Money transfers,37,Bank of America,1
BANK OF AMERICA NA,2014,Money transfers,74,Bank of America,1
BANK OF AMERICA NA,2015,Money transfers,76,Bank of America,1
BANK OF AMERICA NA,2016,Money transfers,60,Bank of America,1
BANK OF AMERICA NA,2017,Money transfers,24,Bank of America,1
WELLS FARGO BANK NA,2012,Money transfers,0,Wells Fargo,2
WELLS FARGO BANK NA,2013,Money transfers,41,Wells Fargo,2
WELLS FARGO BANK NA,2014,Money transfers,68,Wells Fargo,2
WELLS FARGO BANK NA,2015,Money transfers,47,Wells Fargo,2
WELLS FARGO BANK NA,2016,Money transfers,68,Wells Fargo,2
WELLS FARGO BANK NA,2017,Money transfers,30,Wells Fargo,2
JPMORGAN CHASE CO,2012,Money transfers,0,JPMorgan Chase,3
JPMORGAN CHASE CO,2013,Money transfers,30,JPMorgan Chase,3
JPMORGAN CHASE CO,2014,Money transfers,62,JPMorgan Chase,3
JPMORGAN CHASE CO,2015,Money transfers,56,JPMorgan Chase,3
JPMORGAN CHASE CO,2016,Money transfers,56,JPMorgan Chase,3
JPMORGAN CHASE CO,2017,Money transfers,24,JPMorgan Chase,3
CITIBANK NA,2012,Money transfers,0,Citibank,4
CITIBANK NA,2013,Money transfers,17,Citibank,4
CITIBANK NA,2014,Money transfers,25,Citibank,4
CITIBANK NA,2015,Money transfers,22,Citibank,4
CITIBANK NA,2016,Money transfers,31,Citibank,4
CITIBANK NA,2017,Money transfers,7,Citibank,4
CAPITAL ONE FINANCIAL CORPORATION,2012,Money transfers,0,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2013,Money transfers,2,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2014,Money transfers,4,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2015,Money transfers,8,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2016,Money transfers,12,Capital One,5
CAPITAL ONE FINANCIAL CORPORATION,2017,Money transfers,5,Capital One,5
OCWEN LOAN SERVICING LLC,2012,Money transfers,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2013,Money transfers,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2014,Money transfers,1,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2015,Money transfers,0,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2016,Money transfers,1,Ocwen Loan Servicing,6
OCWEN LOAN SERVICING LLC,2017,Money transfers,0,Ocwen Loan Servicing,6
US BANCORP,2012,Money transfers,0,US Bancorp,7
US BANCORP,2013,Money transfers,10,US Bancorp,7
US BANCORP,2014,Money transfers,6,US Bancorp,7
US BANCORP,2015,Money transfers,4,US Bancorp,7
US BANCORP,2016,Money transfers,10,US Bancorp,7
US BANCORP,2017,Money transfers,4,US Bancorp,7
SYNCHRONY BANK,2012,Money transfers,0,Synchrony Bank,8
SYNCHRONY BANK,2013,Money transfers,3,Synchrony Bank,8
SYNCHRONY BANK,2014,Money transfers,3,Synchrony Bank,8
SYNCHRONY BANK,2015,Money transfers,1,Synchrony Bank,8
SYNCHRONY BANK,2016,Money transfers,2,Synchrony Bank,8
SYNCHRONY BANK,2017,Money transfers,0,Synchrony Bank,8
PNC Bank NA,2012,Money transfers,0,PNC Bank,9
PNC Bank NA,2013,Money transfers,10,PNC Bank,9
PNC Bank NA,2014,Money transfers,10,PNC Bank,9
PNC Bank NA,2015,Money transfers,9,PNC Bank,9
PNC Bank NA,2016,Money transfers,7,PNC Bank,9
PNC Bank NA,2017,Money transfers,3,PNC Bank,9
HSBC NORTH AMERICA HOLDINGS INC,2012,Money transfers,0,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2013,Money transfers,7,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2014,Money transfers,9,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2015,Money transfers,10,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2016,Money transfers,6,HSBC,10
HSBC NORTH AMERICA HOLDINGS INC,2017,Money transfers,1,HSBC,10
Navient Solutions LLC,2012,Money transfers,0,Navient,11
Navient Solutions LLC,2013,Money transfers,0,Navient,11
Navient Solutions LLC,2014,Money transfers,0,Navient,11
Navient Solutions LLC,2015,Money transfers,0,Navient,11
Navient Solutions LLC,2016,Money transfers,0,Navient,11
Navient Solutions LLC,2017,Money transfers,0,Navient,11
SUNTRUST BANKS INC,2012,Money transfers,0,SunTrust Banks,12
SUNTRUST BANKS INC,2013,Money transfers,1,SunTrust Banks,12
SUNTRUST BANKS INC,2014,Money transfers,10,SunTrust Banks,12
SUNTRUST BANKS INC,2015,Money transfers,11,SunTrust Banks,12
SUNTRUST BANKS INC,2016,Money transfers,10,SunTrust Banks,12
SUNTRUST BANKS INC,2017,Money transfers,5,SunTrust Banks,12
NATIONSTAR MORTGAGE,2012,Money transfers,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2013,Money transfers,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2014,Money transfers,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2015,Money transfers,0,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2016,Money transfers,1,Nationstar Mortgage,13
NATIONSTAR MORTGAGE,2017,Money transfers,0,Nationstar Mortgage,13
AMERICAN EXPRESS CENTURION BANK,2012,Money transfers,0,American Express,14
AMERICAN EXPRESS CENTURION BANK,2013,Money transfers,2,American Express,14
AMERICAN EXPRESS CENTURION BANK,2014,Money transfers,4,American Express,14
AMERICAN EXPRESS CENTURION BANK,2015,Money transfers,4,American Express,14
AMERICAN EXPRESS CENTURION BANK,2016,Money transfers,1,American Express,14
AMERICAN EXPRESS CENTURION BANK,2017,Money transfers,0,American Express,14
DISCOVER BANK,2012,Money transfers,0,Discover Bank,15
DISCOVER BANK,2013,Money transfers,1,Discover Bank,15
DISCOVER BANK,2014,Money transfers,4,Discover Bank,15
DISCOVER BANK,2015,Money transfers,3,Discover Bank,15
DISCOVER BANK,2016,Money transfers,2,Discover Bank,15
DISCOVER BANK,2017,Money transfers,0,Discover Bank,15
Ditech Financial LLC,2012,Money transfers,0,Ditech,16
Ditech Financial LLC,2013,Money transfers,0,Ditech,16
Ditech Financial LLC,2014,Money transfers,0,Ditech,16
Ditech Financial LLC,2015,Money transfers,0,Ditech,16
Ditech Financial LLC,2016,Money transfers,0,Ditech,16
Ditech Financial LLC,2017,Money transfers,0,Ditech,16
EXPERIAN DELAWARE GP,2012,Money transfers,0,Experian,17
EXPERIAN DELAWARE GP,2013,Money transfers,0,Experian,17
EXPERIAN DELAWARE GP,2014,Money transfers,0,Experian,17
EXPERIAN DELAWARE GP,2015,Money transfers,0,Experian,17
EXPERIAN DELAWARE GP,2016,Money transfers,0,Experian,17
EXPERIAN DELAWARE GP,2017,Money transfers,0,Experian,17
EQUIFAX INC,2012,Money transfers,0,Equifax,18
EQUIFAX INC,2013,Money transfers,0,Equifax,18
EQUIFAX INC,2014,Money transfers,0,Equifax,18
EQUIFAX INC,2015,Money transfers,0,Equifax,18
EQUIFAX INC,2016,Money transfers,0,Equifax,18
EQUIFAX INC,2017,Money transfers,0,Equifax,18
TRANSUNION INTERMEDIATE HOLDINGS INC,2012,Money transfers,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2013,Money transfers,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2014,Money transfers,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2015,Money transfers,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2016,Money transfers,0,TransUnion,19
TRANSUNION INTERMEDIATE HOLDINGS INC,2017,Money transfers,0,TransUnion,19
ENCORE CAPITAL GROUP INC,2012,Money transfers,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2013,Money transfers,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2014,Money transfers,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2015,Money transfers,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2016,Money transfers,0,Encore Capital Group,20
ENCORE CAPITAL GROUP INC,2017,Money transfers,0,Encore Capital Group,20
BANK OF AMERICA NA,2012,Mortgage,11762,Bank of America,1
BANK OF AMERICA NA,2013,Mortgage,12408,Bank of America,1
BANK OF AMERICA NA,2014,Mortgage,5820,Bank of America,1
BANK OF AMERICA NA,2015,Mortgage,4585,Bank of America,1
BANK OF AMERICA NA,2016,Mortgage,3989,Bank of America,1
BANK OF AMERICA NA,2017,Mortgage,1152,Bank of America,1
WELLS FARGO BANK NA,2012,Mortgage,5926,Wells Fargo,2
WELLS FARGO BANK NA,2013,Mortgage,7312,Wells Fargo,2
WELLS FARGO BANK NA,2014,Mortgage,4970,Wells Fargo,2
WELLS FARGO BANK NA,2015,Mortgage,5101,Wells Fargo,2
WELLS FARGO BANK NA,2016,Mortgage,5651,Wells Fargo,2
WELLS FARGO BANK NA,2017,Mortgage,1678,Wells Fargo,2
